id,Group_Name,address,alt_name,cert,country,globalid,property_id,latitude,longitude,mill_name,objectid,prnt_comp,rspo_model,state,sub_state,geometry,treeloss_sum,treeloss_2001,treeloss_2002,treeloss_2003,treeloss_2004,treeloss_2005,treeloss_2006,treeloss_2007,treeloss_2008,treeloss_2009,treeloss_2010,treeloss_2011,treeloss_2012,treeloss_2013,treeloss_2014,treeloss_2015,treeloss_2016,treeloss_2017,treeloss_2018,treeloss_2019
786,UNKNOWN,1-Fully Verified, ,Not RSPO Certified,Indonesia,{7DA5F181-D03D-478B-ACAF-289A0F808A39},PO1000007628,-2.173,103.987,MANGSANG,4488,BINAKARYA ERAMANDIRI, ,Sumatera Selatan,Musi Banyuasin,"{'type': 'Polygon', 'coordinates': [[[103.9869999998191, -1.7230567028049935], [103.86126797254725, -1.7409595639104578], [103.74553689585368, -1.7932440592559469], [103.64901354526086, -1.8757510630402205], [103.57937922928356, -1.9819168299875372], [103.54217918612589, -2.103294458740799], [103.54038086524653, -2.230225085810422], [103.5741360723642, -2.3526057267584712], [103.64076620196384, -2.460693047256448], [103.7349725572604, -2.545879359533786], [103.84925612637898, -2.6013790406998853], [103.9745143104935, -2.622770333198293], [104.10076733574384, -2.6083487655536555], [104.21795589039591, -2.559263469004326], [104.31674523096268, -2.4794252695481265], [104.38927042334296, -2.375194055702013], [104.42976260650927, -2.254870855759803], [104.43500649162068, -2.1280357056220027], [104.40459348881191, -2.0047844758867517], [104.34095142602864, -1.8949255139823444], [104.24914940405846, -1.8071998215926453], [104.13649372083214, -1.7485864470121764], [104.01194692339007, -1.723748016939169], [103.9869999998191, -1.7230567028049935]]]}",4693400.48235294,80336.15294117648,89295.90980392158,32276.027450980393,178521.1019607843,173965.63921568627,227002.30588235293,468138.81568627455,382655.31372549024,285625.22745098034,144352.00392156863,201086.32156862746,662836.0235294119,199868.27058823535,281925.44313725486,276294.07843137253,651343.6862745098,123326.66274509803,168351.9725490196,66199.52549019607
787,ADIMULIA,1-Fully Verified, ,Not RSPO Certified,Indonesia,{7ECE2D3E-1D03-45AA-8453-EF5A5606AFC1},PO1000007629,-0.20561,101.31894,SURYA AGROLIKA REKSA 2,4489,SURYA AGROLIKA REKSA, ,Riau,Kuantan Singingi,"{'type': 'Polygon', 'coordinates': [[[101.31893999987211, 0.24433329782299065], [101.19326502963108, 0.22642570275966303], [101.07759403686266, 0.17412848234533077], [100.98113422283431, 0.09160473216486652], [100.91156306230806, -0.014576577948833321], [100.87441762296324, -0.13596369693359728], [100.87265447622613, -0.2628947994052911], [100.90641474400353, -0.3852667514179761], [100.97301264089995, -0.4933389291459712], [101.06714848208716, -0.5785083704801639], [101.18132965035451, -0.6339947188256106], [101.30646657376526, -0.6553803792285258], [101.43259657872198, -0.6409626387674454], [101.54967783866414, -0.5918894336780548], [101.64838968438744, -0.5120678148194611], [101.72087499704324, -0.40785249483581393], [101.76136533791225, -0.2875395416878383], [101.76663927603022, -0.16070579446005312], [101.73627796836892, -0.03744668716520937], [101.67269814738114, 0.07242697392244753], [101.5809600353155, 0.16016960059419977], [101.46836519758206, 0.21879686130044657], [101.34387585986565, 0.24364179732087995], [101.31893999987211, 0.24433329782299065]]]}",3933728.8039215696,135976.50588235294,153993.07450980393,30348.63529411765,191599.0862745098,303795.0745098039,175224.40392156862,303959.37254901964,339965.62352941174,253524.9725490196,357443.6352941176,313841.5176470588,368944.9411764706,221843.57254901962,159527.70980392152,125822.16470588234,157813.7137254902,144551.40000000002,112815.49803921567,82737.9019607843
788,FIRST RESOURCES,1-Fully Verified, ,Not RSPO Certified,Indonesia,{A1210D54-BAC1-4835-9F21-61360701ECD7},PO1000007630,1.16733,100.70478,PERDANA INTI SAWIT PERKASA 2,4490,PERDANA INTISAWIT PERKASA, ,Riau,Rokan Hulu,"{'type': 'Polygon', 'coordinates': [[[100.70477999956304, 1.6172732972436847], [100.57905703215877, 1.5993623985003484], [100.46334714568006, 1.5470562983099956], [100.36686427039413, 1.4645208639741778], [100.2972885660929, 1.3583287120141079], [100.26015526373263, 1.2369349768263387], [100.25841540968663, 1.1100035480906274], [100.29220277531027, 0.9876376612260742], [100.35882469890905, 0.8795760473357127], [100.45297711284121, 0.7944183722280459], [100.5671666299475, 0.7389413210412332], [100.69230641126364, 0.7175595876600832], [100.81843874160138, 0.7319746596070195], [100.93552696539719, 0.7810394333383919], [101.03425371412531, 0.86084948891034], [101.10676183384842, 0.9650537218188225], [101.14727915877098, 1.085359523654171], [101.15257773183492, 1.2121922869359534], [101.12223126984784, 1.3354568849958781], [101.0586504524167, 1.4453407984987074], [100.96689283831721, 1.533095239937723], [100.85426178787247, 1.5917321904014121], [100.7297255626268, 1.616581666678986], [100.70477999956304, 1.6172732972436847]]]}",4558859.6196078425,84632.82745098039,121850.72549019608,83568.86274509803,318449.63921568624,490158.77647058823,485584.51372549025,287052.76470588235,314989.2588235294,443272.443137255,316563.76470588235,140059.06666666665,541643.8117647059,214690.15294117646,145641.568627451,75794.98039215687,165079.72156862746,128471.86666666668,116807.0156862745,84547.8588235294
789,MAKIN,1-Fully Verified, ,Not RSPO Certified,Indonesia,{124D6DBB-A745-481B-A8EB-7978CA526B65},PO1000007634,-1.90681,112.8329,KASAI,4492,SURYA INTI SAWIT KAHURIPAN, ,Kalimantan Tengah,Kotawaringin Timur,"{'type': 'Polygon', 'coordinates': [[[112.83289999974527, -1.4568667021838884], [112.70718436810233, -1.4747702041298372], [112.59146940723913, -1.5270564221443355], [112.49496131566039, -1.6095656931640399], [112.42534035351757, -1.715733564722583], [112.38815027066298, -1.83711247884284], [112.38635683890314, -1.9640431708122361], [112.42011040613143, -2.086422635670686], [112.48673157821534, -2.1945079058994095], [112.58092188896177, -2.2796919336021833], [112.69518370918601, -2.335189809160189], [112.82041683234422, -2.356580338896244], [112.94664448962519, -2.342159289574155], [113.06381043202019, -2.293075630538719], [113.16258246633255, -2.2132396763840845], [113.23509725892495, -2.109010614574925], [113.27558640285115, -1.9886888017116064], [113.28083399815412, -1.861853841002701], [113.2504300939866, -1.7386015442088858], [113.18680084828767, -1.6287405919003815], [113.09501381039799, -1.5410126067907979], [112.98237413406356, -1.4823973523398981], [112.85784370504032, -1.4575580415466478], [112.83289999974527, -1.4568667021838884]]]}",4084543.152941175,38705.12549019608,128277.92941176471,95425.51764705882,431615.7607843137,186983.88235294117,391520.97647058824,387730.34901960776,368929.4745098039,332520.6941176471,337689.11372549017,229853.00784313722,294485.87058823527,153424.81568627452,211643.72549019608,165069.5725490196,166591.49019607843,64225.23921568626,49703.61568627451,50146.99215686274
790,SUMBER TANI AGUNG (STA),1-Fully Verified, ,Not RSPO Certified,Indonesia,{0DD47CFE-AB12-41DF-86B5-077713A1AFB7},PO1000007635,-1.42146,113.40108,TANTAHAN PANDUHUP ASI,4493,TANTAHAN PENDUHUP ASI, ,Kalimantan Tengah,Gunung Mas,"{'type': 'Polygon', 'coordinates': [[[113.4010799999346, -0.9715167021787942], [113.2753872702786, -0.9894213722081238], [113.15969525640439, -1.0417107301428143], [113.06320961595902, -1.1242241335264134], [112.99360912450172, -1.23039584081976], [112.95643512705186, -1.351777097289566], [112.95465050296781, -1.4787079071156926], [112.98840295257487, -1.6010852281597057], [113.055011496962, -1.7091667615919752], [113.1491777969743, -1.7943466257122307], [113.26340632726045, -1.8498412107115143], [113.3886007351145, -1.8712303504067982], [113.51478917294624, -1.8568102456624278], [113.63192041359895, -1.807729570834545], [113.7306663926262, -1.72789770865282], [113.80316625661733, -1.623672569062024], [113.84365210675935, -1.503353284510131], [113.84890675201801, -1.3765186694705425], [113.81851773945296, -1.253264428246381], [113.75490831864549, -1.143399848407787], [113.66314349275791, -1.055667684523274], [113.55052673551118, -0.9970490036379681], [113.4260192246533, -0.9722080875267965], [113.4010799999346, -0.9715167021787942]]]}",2426802.0823529405,54569.15294117647,43581.717647058824,27183.03529411765,76084.82352941176,60556.737254901964,86722.36470588234,130454.79215686278,225825.2588235294,162857.59215686275,157225.2509803922,97554.31764705882,223400.03921568624,94447.2,200888.96470588233,171420.79607843142,248698.70196078432,145343.72156862746,121157.88627450982,98829.7294117647
791,TUDUNG,1-Fully Verified, ,Not RSPO Certified,Indonesia,{28BCABBE-2ACE-4E40-A81F-4B2B61E678DF},PO1000007637,-2.49479,102.87414,BUMI MEKAR TANI,4494,BUMI MEKAR TANI, ,Sumatera Selatan,Musi Rawas,"{'type': 'Polygon', 'coordinates': [[[102.87414000003652, -2.0448467021957746], [102.74838452231107, -2.0627487883619957], [102.63263062142417, -2.1150312005354337], [102.53608603572822, -2.197535462546517], [102.46643356271927, -2.3036986842666742], [102.42922040035182, -2.425074758405822], [102.42741611281768, -2.5520053067673736], [102.46117427390035, -2.674387369848383], [102.52781715539284, -2.7824771698016804], [102.62204562952002, -2.86766624502014], [102.73635879621014, -2.923168109931958], [102.86165090067341, -2.9445603249465186], [102.98793824633188, -2.9301381304204934], [103.10515752664844, -2.8810508534150303], [103.20397064428921, -2.8012099384956235], [103.2765105029273, -2.696976122092808], [103.31700752663878, -2.57665124483587], [103.32224707374941, -2.449815865833072], [103.29182218923609, -2.3265659267217176], [103.22816279105056, -2.216709371957266], [103.13634000237384, -2.12898645217893], [103.02366171522537, -2.0703753508787583], [102.89909153435458, -2.0455379858222655], [102.87414000003652, -2.0448467021957746]]]}",3117900.9411764704,106097.85098039215,82646.58039215686,35399.79607843138,117724.05490196079,64037.839215686276,285335.49019607843,119623.70980392158,299848.23529411765,157762.24313725487,72657.92156862745,52187.662745098045,416969.93333333335,119954.47450980391,227343.1411764706,158857.5294117647,252929.5529411765,163370.8862745098,185094.39215686274,200059.64705882352
792,CHELLAM PLANTATIONS,1-Fully Verified, ,Not RSPO Certified,Indonesia,{16D86406-422A-4FB4-89E4-0AF77FA15432},PO1000007638,0.75,117.35,KUTAI BALIAN NAULI,4495,KUTAI BALIAN NAULI, ,Kalimantan Timur,Kutai Timur,"{'type': 'Polygon', 'coordinates': [[[117.350000000084, 1.1999432977191504], [117.22429926220744, 1.182033403482381], [117.10860822872327, 1.1297300031924211], [117.0121382242245, 1.0471981212757069], [116.94256812603264, 0.9410092653977377], [116.90543338799657, 0.8196175413267075], [116.90368655760541, 0.692686211315441], [116.9374636329977, 0.570318480178323], [117.00407420624575, 0.4622536546133252], [117.09821586377431, 0.37709240255344484], [117.2123959072421, 0.32161252514468275], [117.33752721874617, 0.3002295980246139], [117.46365118083843, 0.31464548114676577], [117.58073017589699, 0.36371281789145893], [117.67944639795111, 0.44352638868284594], [117.75194318063406, 0.5477339922794335], [117.7924498412912, 0.6680419685547727], [117.79774060259821, 0.7948750314378429], [117.76739146930122, 0.918137960578553], [117.70381481534021, 1.0280187572582946], [117.61206870277012, 1.1157696066089111], [117.49945550304523, 1.1744036109164706], [117.37494109780224, 1.1992517067010722], [117.350000000084, 1.1999432977191504]]]}",2608843.2941176468,27218.109803921572,33089.376470588235,10936.49019607843,32544.56862745098,36049.81176470589,26065.39607843137,63143.603921568625,93374.82745098039,187656.5254901961,102323.14509803921,167870.84705882354,260114.29803921568,149836.50588235294,185032.10980392157,220394.36470588233,482791.2666666668,202239.8392156863,165225.96470588236,162936.2431372549
793,UNKNOWN,1-Fully Verified, ,Not RSPO Certified,Indonesia,{91F61CC3-7BCB-442E-8467-F436EE8C689A},PO1000007640,-2.87834,104.72728,BANYUASIN NUSANTARA SEJAHTERA,4497,BANYUASIN NUSANTARA SEJAHTERA, ,Sumatera Selatan,Palembang,"{'type': 'Polygon', 'coordinates': [[[104.72728000031817, -2.428396702176557], [104.60149137583171, -2.446297864258486], [104.48570548659488, -2.4985777922935983], [104.38913159810578, -2.5810787846936587], [104.31945459984222, -2.687238971021542], [104.28222425556623, -2.8086131909467746], [104.28041277443297, -2.93554364512611], [104.31417584620293, -3.0579274039601776], [104.38083667982727, -3.1660201607916174], [104.4750954160627, -3.2512125311500157], [104.5894485940054, -3.306717000529921], [104.71478631905423, -3.328110315812126], [104.84111980357362, -3.313687373615352], [104.95838056065648, -3.2645977345864985], [105.05722610742939, -3.1847535811238727], [105.1297864446568, -3.0805166609945354], [105.17029090685146, -2.9601897836302706], [105.17552549288271, -2.833354132005265], [105.14508518179142, -2.710105732310312], [105.0814024848742, -2.6002520483007956], [104.98955114630824, -2.512532434936811], [104.87684126005661, -2.45392404448827], [104.7522380611301, -2.4290879494239808], [104.72728000031817, -2.428396702176557]]]}",2572194.058823529,24528.474509803924,41822.984313725494,39470.76078431372,70750.61960784314,56382.35294117647,155497.42745098038,191732.19215686276,108092.98039215685,187543.4470588235,101616.39607843137,124678.31372549018,376905.4823529412,90299.4862745098,140807.4039215686,183050.22352941177,241413.63529411764,157369.26274509804,131244.32156862743,148988.29411764705
794,UNKNOWN,1-Fully Verified, ,Not RSPO Certified,Indonesia,{859D7369-E64C-46E0-BEFA-EEA3A1FD5AB2},PO1000007641,-0.81467,102.19,BATANG CENAKU,4498,TASMA PUJA, ,Riau,Indragiri Hulu,"{'type': 'Polygon', 'coordinates': [[[102.19000000031775, -0.3647267025748952], [102.06432320894392, -0.3826328324941246], [101.94864819832398, -0.43492611465923925], [101.85218087852992, -0.5174446823599576], [101.78259894403071, -0.6236211828608602], [101.74544129343056, -0.745005365865006], [101.74366749098148, -0.8719363221945816], [101.77742194484793, -0.9943109636591054], [101.8440214272005, -1.1023878273339551], [101.93816722467292, -1.1875624888202494], [102.05236568502096, -1.2430529622943216], [102.17752435236132, -1.264440365191122], [102.30367652024394, -1.2500214406548253], [102.42077622027655, -1.2009444945425247], [102.51949960470363, -1.121117745450022], [102.59198812640007, -1.0168975072260693], [102.63247394100803, -0.8965813826574766], [102.63773792150205, -0.7697472003495809], [102.60736444821433, -0.6464905299178508], [102.54377338148694, -0.5366214171532894], [102.45202705349867, -0.44888403101974617], [102.33942757481056, -0.39026106785479625], [102.21493614200607, -0.36541814539634354], [102.19000000031775, -0.3647267025748952]]]}",4607319.384313725,272627.1254901961,137271.6666666667,45663.75294117647,175392.20392156864,273164.5411764706,279429.631372549,181147.0431372549,247231.16862745097,415584.2196078432,316430.4235294117,198756.39607843137,605288.631372549,263535.6156862745,273349.9803921569,207849.89019607846,253111.26274509804,198622.04705882352,100912.56862745098,161951.2156862745
795,LYMAN AGRO,1-Fully Verified, ,Not RSPO Certified,Indonesia,{C9906917-931D-44C8-9138-83E17CDB3D3B},PO1000007642,0.21493,111.54985,BONTI PERMAI JAYA,4499,BONTI PERMAI JAYA, ,Kalimantan Barat,Sintang,"{'type': 'Polygon', 'coordinates': [[[111.54985000030503, 0.6648732978463066], [111.42416799915604, 0.6469646910873945], [111.30849215228655, 0.5946647513366623], [111.2120311596793, 0.512137422853768], [111.14246285032868, 0.4059527921522769], [111.10532339238426, 0.2845636464807784], [111.10356748560335, 0.15763244361595075], [111.13733399249942, 0.035262348828082116], [111.20393518544735, -0.07280659357105926], [111.29807036017938, -0.1579724310469887], [111.412247120351, -0.21345593165081642], [111.53737728543433, -0.23484038917015473], [111.6635003083635, -0.22042346610162286], [111.780576559077, -0.17135284357303235], [111.87928694781263, -0.09153476645346036], [111.95177482393098, 0.0126771578879479], [111.99227095867553, 0.13298792110307953], [111.997552118694, 0.25982136744173456], [111.96719720817453, 0.3830821567775795], [111.9036209591399, 0.49295895798836276], [111.81188247024387, 0.5807052030045418], [111.69928341157897, 0.6393354311149353], [111.57478731034361, 0.6641817575149485], [111.54985000030503, 0.6648732978463066]]]}",3406061.635294117,89711.61960784312,81840.86666666668,56737.91764705882,88399.59215686274,79589.25098039217,100304.14117647058,124896.42745098038,293359.26274509804,258870.75686274513,190371.86666666664,211246.61960784314,382149.8705882353,186381.2901960784,261468.31372549015,226295.8705882353,322736.5372549019,159838.38039215683,176377.26666666672,115485.78431372548
796,UNKNOWN,1-Fully Verified, ,Not RSPO Certified,Indonesia,{416513EF-D098-440D-B78C-6CA532EAD8CC},PO1000007646,2.62,98.03,SUBULUSSALAM,4502,GLOBAL SAWIT SEMESTA, ,Aceh,Subulussalam,"{'type': 'Polygon', 'coordinates': [[[98.03000000031794, 3.0699432975617618], [97.90414750171007, 3.052028898387851], [97.78832400463166, 2.9997133901684836], [97.69175633856605, 2.9171655781839623], [97.622132310256, 2.810961943390187], [97.58498865883892, 2.68956120400474], [97.58327241336124, 2.5626294345052347], [97.61710963506867, 2.4402699752616064], [97.68379869216263, 2.332219550907205], [97.7780275591226, 2.247074336065612], [97.89229734957983, 2.191607129102312], [98.01751843753426, 2.170229553534797], [98.14373213133412, 2.18464180015542], [98.26090097453486, 2.2336976465731038], [98.35970526827872, 2.313495457188335], [98.43228291012937, 2.417687946991549], [98.47285417871365, 2.5379861712657292], [98.47818218405709, 2.6648178876143778], [98.44783248863757, 2.7880882974046886], [98.38421085791224, 2.8979830688104795], [98.29237518341667, 2.985750025833424], [98.17963529213222, 3.0443972422915424], [98.05497145520172, 3.0692515291865576], [98.03000000031794, 3.0699432975617618]]]}",1760796.1254901965,51354.427450980394,24801.309803921566,43593.14509803922,61173.20392156862,63094.76470588235,87886.44705882353,72861.34901960785,195115.2039215686,174377.23921568628,142780.36470588236,85928.11764705883,172112.79215686274,87120.00784313725,114141.90196078432,63604.788235294116,72973.36078431373,71278.4588235294,121595.49019607843,55003.75294117648
797,GENTING PLANTATIONS,1-Fully Verified, ,Not RSPO Certified,Indonesia,{A3AE6BE9-29B6-4AA3-AC54-A9E55336BB9F},PO1000007648,-0.84194,114.08,DWIE WARNA KARYA,4503,DWIE WARNA KARYA, ,Kalimantan Tengah,Kapuas,"{'type': 'Polygon', 'coordinates': [[[114.08000000003011, -0.3919967026555085], [113.95432279495101, -0.4099027669721025], [113.83864729870375, -0.46219587279748287], [113.74217938787095, -0.544714208439877], [113.67259678703553, -0.6508904935678969], [113.63543849140758, -0.772274545086435], [113.63366420706897, -0.8992054948515977], [113.66741848973592, -1.0215802567324617], [113.73401821904574, -1.1296573302376296], [113.82816471116297, -1.2148322254873791], [113.94236424770425, -1.2703228836943388], [114.0675242195987, -1.2917103646252763], [114.19367771342787, -1.2772913870624447], [114.31077854873918, -1.2282142734177153], [114.40950271078022, -1.1483872945866953], [114.48199156770767, -1.0441668361278533], [114.52247728656599, -0.9238505695586597], [114.52774083502479, -0.7970163677883436], [114.4973667366758, -0.6737598064939789], [114.43377499831664, -0.5638908974045815], [114.34202805996706, -0.4761537459308822], [114.22942807588056, -0.4175309751942402], [114.10493622023769, -0.39268814289428183], [114.08000000003011, -0.3919967026555085]]]}",1875100.5490196082,57047.168627450985,39503.623529411765,32974.74901960784,42709.231372549024,120445.6862745098,43585.611764705885,123647.77254901962,227825.40784313725,115800.83921568628,155485.40392156862,124392.10196078432,185168.92156862744,88378.73333333334,108198.79215686274,59278.67058823529,124470.17647058825,67229.13725490196,87913.21960784314,71045.3019607843
798,SUNGAI BUDI,2-High Confidence, ,Not RSPO Certified,Indonesia,{4B20F194-3150-45CD-BBAF-0C8099EE1763},PO1000007651,-4.57283,104.75531,PKS 3 HANAKAU,4505,AGRO BUMI MAS, ,Lampung,Lampung Utara,"{'type': 'Polygon', 'coordinates': [[[104.7553100000762, -4.122886702068446], [104.62930709741632, -4.140783774160978], [104.51331741841666, -4.193052706919855], [104.41656192579312, -4.275539226020134], [104.34673889362365, -4.381685973678652], [104.30941242956295, -4.503051981664608], [104.30756806215604, -4.629982014733949], [104.34137095295895, -4.752373277856817], [104.40814704337646, -4.860479124759089], [104.50259040305308, -4.945686085159042], [104.61718220346029, -5.0012020876171], [104.74278931356804, -5.022600275337709], [104.86939501528806, -5.0081740221321525], [104.98690245200947, -4.959073923474459], [105.08594468896172, -4.879215430220871], [105.15863464485189, -4.774964769353809], [105.19919374251303, -4.6546290398455055], [105.20440911077021, -4.5277921853903145], [105.17388409469768, -4.404550604348218], [105.11006400828919, -4.294709630666574], [105.01803693013062, -4.207004653885886], [104.90512662574183, -4.148408262363778], [104.78031035362405, -4.123577788304175], [104.7553100000762, -4.122886702068446]]]}",1183150.282352941,36387.39215686275,22591.733333333334,18629.517647058827,37865.45490196079,35089.57647058824,58977.717647058824,58012.83529411765,116987.29411764706,119500.19607843139,38830.333333333336,103117.78039215686,88064.06274509805,28822.701960784318,45891.35294117647,51553.211764705884,110058.64313725488,51946.46274509803,71249.5294117647,89574.48627450982
799,SUPERVENTURE,1-Fully Verified, ,Not RSPO Certified,Indonesia,{786735BD-A9B5-4CE6-8ADF-79460BAA2EBD},PO1000007652,-0.71,102.66,BERKAT SAWIT SEJAHTERA,4506,BERKAT SAWIT SEJAHTERA, ,Riau,Indragiri Hilir,"{'type': 'Polygon', 'coordinates': [[[102.65999999966346, -0.26005670219270843], [102.53432453183925, -0.27796308390986135], [102.41865114185781, -0.33025704290526775], [102.32218588768664, -0.4127765012910194], [102.25260636434744, -0.5189538284265485], [102.21545111129115, -0.6403385160822781], [102.21367915462636, -0.767269497591001], [102.2474343365105, -0.8896436768658037], [102.31403301102624, -0.997719735175395], [102.4081763403479, -1.0828934994465635], [102.52237091033332, -1.138383263895818], [102.64752483391786, -1.159770367290103], [102.77367217803067, -1.1453516462746844], [102.89076776703318, -1.096275343169428], [102.98948837449947, -1.0164494758424647], [103.06197576194346, -0.9122300829161057], [103.10246202913879, -0.7919145033795078], [103.10772767886607, -0.6650803957875844], [103.07735654074997, -0.5418233064819533], [103.01376791810377, -0.43195341198261744], [102.92202373982953, -0.3442151251803406], [102.80942596413374, -0.28559142343432586], [102.68493589242696, -0.2607481549270606], [102.65999999966346, -0.26005670219270843]]]}",3772030.9843137255,219979.0274509804,156668.56470588234,73981.60000000002,239047.54117647055,296491.67843137257,187246.7843137255,137098.76862745098,309118.2117647059,225022.16078431372,476426.48627450975,161801.13333333333,323229.51764705876,98415.48235294117,164668.23529411765,123783.76078431374,226076.63529411764,153049.00392156863,84907.55294117646,115018.83921568628
800,UNKNOWN,1-Fully Verified, ,Not RSPO Certified,Indonesia,{4E226211-CF98-4D18-9A0D-F6935018C851},PO1000007653,1.59869,100.90522,JAYA GEMILANG SUKSES,4507,JAYA GEMILANG SUKSES, ,Riau,Rokan Hilir,"{'type': 'Polygon', 'coordinates': [[[100.90522000015052, 2.048633297153732], [100.77946703458052, 2.030721359703078], [100.66373120066147, 1.9784124677398138], [100.56722963723325, 1.895873360244511], [100.49764425819244, 1.7896778003982663], [100.46051037188043, 1.6682819861582323], [100.45877763616197, 1.5413504557761586], [100.49257752678291, 1.4189864760892559], [100.5592149014546, 1.3109281829167287], [100.65338368680129, 1.2257742059500718], [100.76758936598962, 1.1703000766199436], [100.89274488201029, 1.1489195773467022], [101.01889289738111, 1.1633338106882034], [101.13599719165218, 1.2123959346926556], [101.234740329248, 1.292202355983457], [101.30726421434173, 1.3964031038205813], [101.34779482607948, 1.516706657150694], [101.35310177360535, 1.6435391102395345], [101.32275638375158, 1.7668054335029417], [101.25916771773402, 1.8766925694943581], [101.16739309509595, 1.9644507250722183], [101.05473730553237, 2.0230907219262315], [100.93017157187698, 2.047941625695775], [100.90522000015052, 2.048633297153732]]]}",4925239.894117646,52832.21568627451,130878.96470588236,47002.0705882353,140877.90588235293,402077.9294117647,405690.43137254904,215127.3529411765,296546.9882352942,475780.4823529411,515702.0823529413,277775.45098039217,633297.4862745098,314579.49411764706,297358.7450980392,88815.44705882353,208306.8078431373,146737.23137254902,175720.29019607842,100132.51764705882
801,EAGLE HIGH PLANTATIONS,1-Fully Verified, ,Not RSPO Certified,Indonesia,{B8A22D7D-6BE8-4EF8-9604-031F642F1B1E},PO1000007658,-1.93485,110.49413,KELAMPAI,4512,ARRTU PLANTATION, ,Kalimantan Barat,Ketapang,"{'type': 'Polygon', 'coordinates': [[[110.49412999958882, -1.484906702501036], [110.36841276891923, -1.5028101369496465], [110.25269622833893, -1.5550961735227864], [110.15618662777409, -1.637605205746865], [110.08656432999037, -1.743772855642193], [110.04937323596057, -1.8651516343893526], [110.04757929115969, -1.9920823195311284], [110.0813329968486, -2.1144619082647806], [110.14795504465258, -2.222547394435146], [110.24214694946023, -2.3077316627527407], [110.35641094407961, -2.3632297284779225], [110.48164657927649, -2.384620338547872], [110.60787677991684, -2.37019923463624], [110.72504498467664, -2.3211154031376258], [110.8238187412665, -2.2412792125051126], [110.89633455548123, -2.1370499240368495], [110.93682397839827, -2.0167279650770964], [110.94207117766936, -1.8898929844092016], [110.91166634618311, -1.7666407999948626], [110.84803581528816, -1.6567800573199176], [110.7562472925733, -1.5690523136894023], [110.64360604487143, -1.5104372572368867], [110.51907401848331, -1.4855980392065595], [110.49412999958882, -1.484906702501036]]]}",3140579.0431372537,30033.874509803918,57268.87843137255,9759.44705882353,57179.76078431373,31048.63921568627,98096.1019607843,111745.95294117648,102976.97254901961,259544.17647058825,187513.95294117648,224953.26666666672,262511.5450980392,177853.9568627451,366089.1921568627,439363.894117647,245487.31372549018,191770.35686274513,113477.22352941177,173904.53725490198
802,UNKNOWN,1-Fully Verified, ,Not RSPO Certified,Indonesia,{80B6E2FF-1173-44DB-976B-D5F5EFCD744C},PO1000007660,0.35656,109.97425,MULTI PERKASA SEJAHTERA,4513,MULTI PERKASA SEJAHTERA, ,Kalimantan Barat,Landak,"{'type': 'Polygon', 'coordinates': [[[109.97425000025005, 0.8065032972519617], [109.84856410682661, 0.7885943497405894], [109.73288522227442, 0.7362934940926296], [109.63642266304332, 0.653764960435716], [109.56685447047387, 0.5475792114072447], [109.52971657677415, 0.4261893832376214], [109.52796308707114, 0.29925814665454514], [109.56173210461006, 0.17688867742907743], [109.6283352151336, 0.06882082466513023], [109.72247130687758, -0.016343799113311658], [109.83664796709762, -0.0718263406884049], [109.96177737364302, -0.09321039312031831], [110.08789957474671, -0.07879374531952953], [110.20497555824305, -0.02972399251204314], [110.3036866532549, 0.05009289183811803], [110.37617627161139, 0.1543036725647305], [110.41667484863515, 0.2746136981746257], [110.42195850495848, 0.4014470430848501], [110.39160538095742, 0.5247083988374929], [110.328029564125, 0.6345862575847013], [110.23628983592275, 0.7223337212527631], [110.12368799016434, 0.7809649488079615], [109.9991881011055, 0.8058117435055464], [109.97425000025005, 0.8065032972519617]]]}",3279953.4235294117,59553.98039215686,121594.38039215686,32878.35294117646,101560.68235294119,111290.5294117647,80939.41960784313,144054.231372549,251155.51764705882,287280.062745098,127968.36470588236,305247.0274509804,216338.17647058822,191330.0823529412,234103.9294117647,218468.5843137255,303114.10588235286,219357.85098039213,128482.45490196078,145235.69019607842
