,Unnamed: 0,Match Type,Distance Score,Mill Name Score,Mill Company Score,idx,Consumer Company,Country,District,Latitude,Longitude,Mill Name,Consumer Mill Name,Mill Company,Consumer Mill Company,Parent Company,Consumer Parent Company,Province,RSPO,UMLID
31761,31761,Mill Name,,100,86,249.0,nestle,indonesia,seruyan,-2.65525,112.24645559999999,sawitmas nugraha perdana,sawitmas nugraha perdana,sawit mas nugraha perdana,sawitmas nugraha perdana,asam jawa,cargill,kalimantan tengah,,po1000006370
31767,31767,Mill Name,,100,77,496.0,nestle,indonesia,kampar,0.7572220000000001,101.21972199999999,tapung kanan,tapung kanan,sekarbumi alamlestari,sekar bumi alam lestari,kuala lumpur kepong (klk),cargill,riau,"rspo certified, mb",po1000000638
31768,31768,Mill Company,,26,100,719.0,nestle,indonesia,ogan komering ilir,-2.6906470000000002,105.219822,saml,selatan agro makmur lestari,selatan agro makmur lestari,selatan agro makmur lestari,sriwijaya palm oil,cargill,sumatera selatan,,po1000008607
31905,31905,Mill Name,,100,100,3114.0,nestle,indonesia,langkat,3.65315,98.431,mancang,mancang,sumber sawit mekar,sumber sawit mekar,unknown,cargill,sumatera utara,,po1000004522
31990,31990,Mill Name,,100,59,133.0,nestle,indonesia,labuhanbatu utara,2.383611,99.826388,tahuan ganda,tahuan ganda,tor ganda,torganda,torganda,cargill,sumatera utara,,po1000004185
31991,31991,Mill Name,,98,26,367.0,nestle,indonesia,tebo,-1.444739,102.537288,tebo plasma intilestari,tebo plasma inti lestari,tebo plasma intilestari,torganda,unknown,cargill,jambi,,po1000004105
32211,32211,Mill Name,,100,100,316.0,nestle,indonesia,lampung utara,-4.860676,104.940246999999,jaya agro mandiri,jaya agro mandiri,jaya agro mandiri,jaya agro mandiri,unknown,cty golden hope nha be edible oils,lampung,,po1000010044
32301,32301,Mill Company,,25,100,1006.0,nestle,indonesia,ogan komering ulu,-3.896472,104.3545,pks i,karang dapo,mitra ogan,perkebunan mitra ogan,rajawali nusantara indonesia (rni),cty golden hope nha be edible oils,sumatera selatan,,po1000004065
32302,32302,Mill Company,,24,100,1433.0,nestle,indonesia,ogan komering ulu,-3.9123887001599997,104.32813955,pks ii,karang dapo,mitra ogan,perkebunan mitra ogan,rajawali nusantara indonesia (rni),cty golden hope nha be edible oils,sumatera selatan,,po1000010038
34579,34579,Mill Company,,19,100,6193.0,nestle,indonesia,labuhanbatu selatan,1.948333,100.101136,nubika jaya,blok songo,nubika jaya,nubika jaya,permata hijau,dh brothers industries pty ltd,sumatera utara,,po1000006257
34949,34949,Mill Name,,100,100,441.0,nestle,indonesia,nunukan,4.16214708630082,117.70135806198,bambangan,bambangan sebatik raya,sempurna sejahtera,sempurna sejahtera,unknown,dh brothers industries pty ltd,kalimantan timur,,po1000010252
34950,34950,Mill Name,,100,100,144.0,nestle,indonesia,berau,2.340188,118.06189199999999,sentosa kalimantan jaya,sentosa kalimantan jaya,sentosa kalimantan jaya,sentosa kalimantan jaya,unknown,dh brothers industries pty ltd,kalimantan timur,,po1000008656
34965,34965,Mill Name,,100,100,119.0,nestle,indonesia,kutai kartanegara,0.056090999999999995,116.37999099999999,tunas prima sejahtera,tunas prima sejahtera,tunas prima sejahtera,tunas prima sejahtera,low yat,dh brothers industries pty ltd,kalimantan timur,,po1000008563
36955,36955,Mill Name,,100,100,324.0,nestle,indonesia,nunukan,4.173797,117.44434199999999,permata nusa sejati,permata nusa sejati,permata nusa sejati,permata nusa sejati,unknown,fuji oil,kalimantan timur,,po1000010069
40465,40465,Mill Name,,100,100,1056.0,nestle,indonesia,ketapang,-0.956973,110.4042,kenaya,kenaya,dhanista surya nusantara,dhanista surya nusantara,unknown,ldc,kalimantan barat,,po1000011174
50800,50800,Mill Name,,100,26,218.0,mars,indonesia,indragiri hulu,-0.277042,102.116078,ukui ii,ukui ii iis,inti indosawit subur,,royal golden eagle,asian agri,riau,,po1000002491
50801,50801,Mill Name,,95,27,946.0,mars,indonesia,indragiri hilir,0.16161,103.289583,guntung idaman nusa 1,guntung idaman nusa 2,guntung idaman nusa,,musim mas,berkat sawit sejati,riau,"rspo certified, mb",po1000002356
50802,50802,Mill Name,,100,17,130.0,mars,indonesia,ketapang,-2.483162,111.018391,manis mata,manis mata,harapan sawit lestari,,cargill,cargill,kalimantan barat,"rspo certified, ip",po1000001208
50803,50803,Mill Name,,100,20,17.0,mars,indonesia,musi banyuasin,-2.441389,104.419444,mukut,mukut,hindoli,,cargill,cargill,sumatera selatan,"rspo certified, ip",po1000003254
50804,50804,Mill Name,,100,10,1977.0,mars,indonesia,ketapang,-2.433267,110.81751100000001,paku juang,paku juang,ayu sawit lestari,,cargill,cargill,kalimantan barat,"rspo certified, ip",po1000001207
50805,50805,Mill Name,,100,20,26.0,mars,indonesia,musi banyuasin,-2.6081,104.12525,sungai lilin,sungai lilin hindoli,hindoli,,cargill,cargill,sumatera selatan,"rspo certified, ip",po1000000058
50806,50806,Mill Name,,100,27,372.0,mars,indonesia,sekadau,0.46984499999999996,111.211969,sejahtera,pt poliplant sejahtera,grand mandiri utama,,tianjin julong,cargill,kalimantan barat,,po1000005205
50807,50807,Mill Name,,96,24,25.0,mars,indonesia,kutai timur,1.2508059999999999,116.728917,pt dharma satya nusantara,dharma satya nusantara 2,dharma satya nusantara,,dharma satya nusantara (dsn),dharma satya nusantara,kalimantan timur,"rspo certified, ip",po1000000939
50809,50809,Mill Name,,100,19,15.0,mars,indonesia,bengkalis,1.081944,101.333361,mandau,mandau,adei plantation and industry,,kuala lumpur kepong (klk),kuala lumpur kepong berhad,riau,"rspo certified, ip",po1000000411
50810,50810,Mill Name,,100,21,14.0,mars,indonesia,kotawaringin timur,-2.478167,112.64761100000001,maju aneka sawit,maju aneka sawit,maju aneka sawit,,musim mas,musim mas,kalimantan tengah,"rspo certified, ip",po1000000170
50811,50811,Mill Name,,100,17,173.0,mars,indonesia,pelalawan,0.077043,102.030838,batang kulim,batang kulim,musim mas,,musim mas,musim mas,riau,"rspo certified, ip",po1000000054
50812,50812,Mill Name,,100,17,173.0,mars,indonesia,pelalawan,-0.05,102.075,pangkalan lesung,pangkalan lesung,musim mas,,musim mas,musim mas,riau,"rspo certified, ip",po1000000355
50813,50813,Mill Name,,100,9,1.0,mars,indonesia,kotawaringin timur,-2.381111,112.539722,sukajadi sawit mekar 1,sukajadi sawit mekar 1,sukajadi sawit mekar,,musim mas,musim mas,kalimantan tengah,"rspo certified, ip",po1000000106
50815,50815,Mill Name,,100,16,37.0,mars,indonesia,siak,0.855817,101.302617,mutiara unggul lestari,unggul lestari,mutiara unggul lestari,,mahkota,musim mas,riau,,po1000004421
50816,50816,Mill Name,,100,12,0.0,mars,indonesia,pasaman barat,0.198958,99.626589,agrowiratama,agrowiratama,agro wiratama,,musim mas,musim mas,sumatera barat,"rspo certified, ip",po1000000092
50817,50817,Mill Name,,100,9,187.0,mars,indonesia,musi banyuasin,-2.3192778,103.71163890000001,berkat sawit sejati,berkat sawit sejati,berkat sawit sejati,,musim mas,musim mas,sumatera selatan,"rspo certified, ip",po1000000180
50818,50818,Mill Name,,100,17,120.0,mars,indonesia,ogan komering ilir,-3.836633,104.969517,belida,belida,aek tarum,,sampoerna agro,sampoerna agro,sumatera selatan,"rspo certified, mb",po1000000284
50819,50819,Mill Name,,100,21,1047.0,mars,indonesia,kotawaringin timur,-2.06215,112.315367,sukamandang,sukamandang,kridatama lancar,,sime darby,sime darbyminamas,kalimantan tengah,"rspo certified, ip",po1000000322
50820,50820,Mill Name,,100,24,1197.0,mars,indonesia,seruyan,-2.148333,112.292778,pemantang,pemantang,teguh sempurna,,sime darby,sime darbyminamas,kalimantan tengah,"rspo certified, ip",po1000000314
50821,50821,Mill Name,,100,16,1256.0,mars,indonesia,indragiri hilir,0.2565,103.588833,teluk bakau,teluk bakau,bhumireksa nusa sejati,,sime darby,sime darbyminamas,riau,"rspo certified, ip",po1000000318
50822,50822,Mill Name,,100,26,26.0,mars,indonesia,musi rawas,-2.985722,103.406028,sungai pinang,sungai pinang,bina sains cemerlang,,sime darby,sime darbyminamas,sumatera selatan,"rspo certified, ip",po1000000316
50823,50823,Mill Name,,100,9,2881.0,mars,indonesia,aceh timur,4.70789,97.838433,blang simpo,blang simpo,perkasa subur sakti,,sime darby,sime darbyminamas,aceh,"rspo certified, ip",po1000000706
50824,50824,Mill Name,,100,29,142.0,mars,indonesia,siak,0.591389,101.658889,teluk siak,teluk siak,aneka inti persada,,sime darby,sime darbyminamas,riau,"rspo certified, ip",po1000000317
50825,50825,Mill Name,,100,32,183.0,mars,indonesia,rokan hilir,1.5611110000000001,100.541667,alur dumai,alur dumai,lahan tani sakti,,sime darby,sime darbyminamas,riau,"rspo certified, ip",po1000000326
50826,50826,Mill Name,,100,21,15.0,mars,indonesia,rokan hilir,1.520525,100.7319,manggala,manggala,tunggal mitra plantations,,sime darby,sime darbyminamas,riau,"rspo certified, ip",po1000000330
50827,50827,Mill Name,,100,17,278.0,mars,indonesia,kota baru,-2.373611,116.329722,bebunga,bebunga,langgeng muara makmur,,sime darby,sime darbyminamas,kalimantan selatan,"rspo certified, ip",po1000000324
50828,50828,Mill Name,,100,35,328.0,mars,indonesia,kota baru,-2.379167,116.203056,betung,betung lm,laguna mandiri,,sime darby,sime darbyminamas,kalimantan selatan,"rspo certified, ip",po1000001380
50829,50829,Mill Name,,100,16,1673.0,mars,indonesia,indragiri hilir,0.1159722,103.5491389,mandah factory,mandah,bhumireksa nusa sejati,,sime darby,sime darbyminamas,riau,"rspo certified, ip",po1000001381
50830,50830,Mill Name,,100,19,160.0,mars,indonesia,kota baru,-2.481389,116.5125,pondok labu,pondok labu,paripurna swakarsa,,sime darby,sime darbyminamas,kalimantan selatan,"rspo certified, ip",po1000000327
50831,50831,Mill Name,,100,26,68.0,mars,indonesia,kutai timur,0.97045,116.828096,rantau panjang,rantau,kresna duta agroindo,,sinar mas,sime darbyminamas,kalimantan timur,,po1000009356
50832,50832,Mill Name,,100,26,110.0,mars,indonesia,labuhanbatu selatan,2.061383,100.081222,perlabian,perlabian,tolan tiga indonesia,,sipef,sipef,sumatera utara,"rspo certified, ip",po1000000099
50833,50833,Mill Name,,100,11,1829.0,mars,indonesia,labuhanbatu selatan,2.210808,100.271064,umbul mas wisesa,umbul mas wisesa,umbul mas wisesa,,sipef,sipef,sumatera utara,"rspo certified, ip",po1000001670
50834,50834,Mill Name,,100,17,1824.0,mars,indonesia,mukomuko,-2.7163880000000002,101.369444,bunga tanjung,bunga tanjung,agro muko,,sipef,sipef,bengkulu,"rspo certified, ip",po1000001279
50835,50835,Mill Name,,100,17,17.0,mars,indonesia,mukomuko,-2.601342,101.277978,mukomuko pom,mukomuko,agro muko,,sipef,sipef,bengkulu,"rspo certified, ip",po1000001278
50836,50836,Mill Name,,100,14,112.0,mars,indonesia,simalungun,3.012294,99.23557199999999,bukit maradja,bukit maradja,eastern sumatera indonesia,,sipef,sipef,sumatera utara,"rspo certified, ip",po1000000095
50837,50837,Mill Name,,100,22,90.0,mars,indonesia,siak,0.9286110000000001,101.206389,libo,libo imt,ivo mas tunggal,,sinar mas,smartgolden agri resources gar,riau,"rspo certified, ip",po1000001057
50838,50838,Mill Name,,100,17,194.0,mars,indonesia,kampar,0.7827,101.04956700000001,naga sakti,naga sakti,buana wiralestari mas,,sinar mas,smartgolden agri resources gar,riau,"rspo certified, ip",po1000001061
50839,50839,Mill Name,,95,29,100.0,mars,indonesia,indragiri hulu,-0.5692,102.305851,indra sakti,indrasakti,meganusa intisawit,,sinar mas,smartgolden agri resources gar,riau,"rspo certified, ip",po1000001065
50840,50840,Mill Name,,100,13,228.0,mars,indonesia,bangka barat,-1.901389,105.47638899999998,maskapai perkebuan leidong west,leidong west,maskapai perkebunan leidong west indonesia,,sinar mas,smartgolden agri resources gar,bangka belitung,"rspo certified, mb",po1000001372
50841,50841,Mill Name,,100,32,687.0,mars,indonesia,seruyan,-2.248111,112.34041699999999,semilar,semilar,tapian nadenggan,,sinar mas,smartgolden agri resources gar,kalimantan tengah,"rspo certified, ip",po1000001156
50842,50842,Mill Name,,100,17,136.0,mars,indonesia,mesuji,-4.128611,105.43883899999999,sungai buaya,sungai buaya,sumber indah perkasa,,sinar mas,smartgolden agri resources gar,lampung,"rspo certified, ip",po1000001342
50843,50843,Mill Name,,100,15,122.0,mars,indonesia,seruyan,-2.3206,112.334,sungai rungau,sungai rungau,binasawit abadi pratama,,sinar mas,smartgolden agri resources gar,kalimantan tengah,"rspo certified, ip",po1000001155
50844,50844,Mill Name,,100,8,139.0,mars,indonesia,pelalawan,0.414389,101.66675,si kijang,kijang,multi palma sejahtera,,unknown,smartgolden agri resources gar,riau,,po1000004172
50845,50845,Mill Name,,100,7,101.0,mars,indonesia,simalungun,2.8025,99.2025,sumber bumi sawit jadi raya,bumi sawit,sumber bumi sawit jadi raya,,unknown,smartgolden agri resources gar,sumatera utara,,po1000010030
50846,50846,Mill Name,,100,17,136.0,mars,indonesia,tulangbawang,-4.218444,105.588769,sungai merah,sungai merah,sumber indah perkasa,,sinar mas,smartgolden agri resources gar,lampung,"rspo certified, mb",po1000001343
50847,50847,Mill Name,,100,32,637.0,mars,indonesia,serdang bedagai,3.33166,99.04333299999999,bangun bandar mill,bangun bandar,socfin indonesia,,socfin,socfin indonesia,sumatera utara,"rspo certified, ip",po1000000451
50848,50848,Mill Name,,100,32,3113.0,mars,indonesia,aceh singkil,2.391111,97.95666667,lae butar,lae butar,socfin indonesia,,socfin,socfin indonesia,aceh,"rspo certified, ip",po1000001775
50849,50849,Mill Name,,100,32,3459.0,mars,indonesia,nagan raya,3.965278,96.565278,seumanyam,seumanyam,socfin indonesia,,socfin,socfin indonesia,aceh,"rspo certified, ip",po1000001777
50850,50850,Mill Name,,92,26,49.0,mars,indonesia,labuhanbatu,2.3596939999999997,100.041889,negeri lama i,negeri lama sc,inti indosawit subur,,royal golden eagle,socfin indonesia,sumatera utara,"rspo certified, mb",po1000002147
50851,50851,Mill Name,,100,29,157.0,mars,indonesia,kotawaringin timur,-2.2301830000000002,112.49125,bumi sawit kencana,bumi sawit kencana,bumi sawit kencana,,wilmar,wilmar international,kalimantan tengah,"rspo certified, ip",po1000001043
50852,50852,Mill Name,,95,29,164.0,mars,indonesia,labuhanbatu,2.1511669999999996,99.991167,daya labuhan indah i,daya labuhan indah 2,daya labuhan indah,,wilmar,wilmar international,sumatera utara,,po1000008161
50853,50853,Mill Name,,98,19,1030.0,mars,indonesia,kotawaringin timur,-2.23985,112.63045,karunia kencana permai sejati,karunia kencana permaisejati,karunia kencana permai sejati,,wilmar,wilmar international,kalimantan tengah,"rspo certified, ip",po1000004150
50856,50856,Mill Company,,38,100,662.0,mars,indonesia,labuhanbatu selatan,2.0512694,100.252339,abdi budi mulia 1,teluk panji abm,abdi budi mulia,abdi budi mulia,sumber tani harapan (sth),aathi bagawathi manufacturing sdn bhd,sumatera utara,,po1000004269
50857,50857,Mill Company,,38,100,662.0,mars,indonesia,labuhanbatu selatan,2.11272,100.27311,abdi budi mulia 2,teluk panji abm,abdi budi mulia,abdi budi mulia,sumber tani harapan (sth),aathi bagawathi manufacturing sdn bhd,sumatera utara,,po1000008154
50858,50858,Mill Name,,100,50,190.0,mars,indonesia,ketapang,-1.382733,110.47956699999999,mulia,abdi budi mulia 2,sepanjang intisurya mulia,abdi budi mulia,genting plantations,aathi bagawathi manufacturing sdn bhd,kalimantan barat,"rspo certified, mb",po1000004458
50859,50859,Mill Company,,34,100,293.0,mars,indonesia,kuantan singingi,-0.136967,101.3908,surya agrolika reksa,sei basau,surya agrolika reksa,surya agrolika reksa,adimulia,adimulia,riau,,po1000004358
50860,50860,Mill Company,,32,100,469.0,mars,indonesia,kuantan singingi,-0.20561,101.31894399999999,surya agrolika reksa 2,sei basau,surya agrolika reksa,surya agrolika reksa,adimulia,adimulia,riau,,po1000007629
50863,50863,Mill Name,,93,100,195.0,mars,indonesia,kampar,-0.108983,101.386783,adimulya agro lestari,adimulia agrolestari,adimulia agrolestari,adimulia agrolestari,adimulia,adimulia sarimas industri sarimas,riau,,po1000004351
50864,50864,Mill Name,,100,100,6790.0,mars,indonesia,ketapang,-0.4393,110.23473999999999,simpang hulu barat,simpang hulu barat,aditya agroindo,aditya agroindo,incasi raya (gunas),aditya agroindo,kalimantan barat,,po1000010073
50865,50865,Mill Name,,100,70,278.0,mars,indonesia,kota baru,-2.546639,116.140667,sawita,bayung agro sawita,sawita karya manunggul,bayung agro sawita,sinar mas,adrgroup,kalimantan selatan,,po1000007602
50866,50866,Mill Company,,42,100,287.0,mars,indonesia,siak,0.9791110000000001,101.045278,mutiara sam-sam kandis,dian anggara persada,dian anggara persada,dian anggara persada,aek natio,aek natio,riau,,po1000008273
50867,50867,Mill Name,,100,100,675.0,mars,indonesia,seluma,-3.9987160000000004,102.429673,agri andalas,agri andalas,agri andalas,agri andalas,unknown,agri andalas,bengkulu,,po1000004554
50868,50868,Mill Name,,100,100,677.0,mars,indonesia,bengkulu utara,-3.200972,101.630139,agricinal,agricinal,agricinal,agricinal,unknown,agricinal,bengkulu,,po1000004072
50869,50869,Mill Name,,94,100,188.0,mars,indonesia,sambas,1.145883,109.31833300000001,rana westu kencana,rana wastu kencana,rana wastu kencana,rana wastu kencana,zte agribusiness,agrina sawit perdana,kalimantan barat,,po1000004254
50870,50870,Mill Name,,100,26,341.0,mars,indonesia,sanggau,0.069911,110.69643700000002,agrina sawit perdana,agrina sawit perdana,agrina sawit perdana,,agrina,agrina sawit perdana,kalimantan barat,,po1000008580
50871,50871,Mill Name,,100,100,1658.0,mars,indonesia,kapuas,-1.1799819999999999,114.03198,sondai muara,sondai muara,kalimantan ria sejahtera,kalimantan ria sejahtera,agrindo,agrindo,kalimantan tengah,,po1000007618
50872,50872,Mill Name,,100,100,427.0,mars,indonesia,karimun,0.829467,103.376017,agro mekar lestari,agro mekar lestari,agro mekar lestari,agro mekar lestari,unknown,agro mekar lestari,kepulauan riau,,po1000008606
50873,50873,Mill Name,,100,79,147.0,mars,indonesia,kuantan singingi,-0.7282,101.6399,bukit payung,bukit payung,tri bakti sarimas,tribakti sarimas,sarimas,agro sarimas indonesia sarimas,riau,,po1000004119
